IsExit,ExitReason,IsTDP,LiabilityCode,TotalHours,CourseMode,HighEdu,CoB,CALD,FacultyCode,DeptCode
0,NULL,0,FG,40,Standard,511,Australia,N,BGD,DIT
0,NULL,0,FS,15,Electronic/Online,8,Not entered,Y,BIA,INF
0,NULL,0,FS,32.97701149,Standard,990,Australia,N,SHS,COM
0,NULL,0,FS,15,Electronic/Online,8,Chile,Y,BIA,INF
0,NULL,1,VL,867,Electronic/Online,990,Australia,N,SCL,VCA
0,NULL,1,L,145.09375,Standard,521,Australia,N,SIT,REF
0,NULL,0,R,45.09433962,Standard,8,England,N,CND,ETS
0,NULL,0,R,35.23178808,Standard,514,Hong Kong (SAR of China),Y,CND,ETS
0,NULL,0,FG,32,Standard,511,Australia,N,BGD,DIT
1,W1,0,JU,10,Standard,521,Australia,N,BGD,PRI
1,W1,0,JU,10,Standard,410,Australia,N,BGD,PRI
0,NULL,0,R,73.35077605,Standard,514,Australia,N,CND,ETS
0,NULL,0,FS,26.93896714,Standard,200,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,0,JU,5,Standard,514,Fiji,Y,BGD,PRI
0,NULL,1,GS,25,Standard,990,Australia,N,SHS,HCS
0,NULL,1,R,522.7165336,Standard,OTI,Pakistan,Y,SHS,HCS
0,NULL,1,L,368,Standard,521,Australia,N,SIT,WOD
1,W1,1,FN,2,Electronic/Online,511,Australia,N,SHS,HCS
0,NULL,0,JU,18,Standard,990,Australia,N,BGD,PRI
0,NULL,1,LS,84,Standard,990,Burma (Myanmar),Y,SIT,WOD
0,NULL,1,LS,98.88747416,Standard,990,Burma (Myanmar),Y,SIT,WOD
0,NULL,1,R,200,Standard,420,Australia,N,SCL,VCE
0,NULL,1,R,240.3959982,Standard,511,Australia,N,SHS,NUR
0,NULL,1,R,262.7613962,Standard,BDI,Vietnam,Y,SHS,NUR
0,NULL,0,FS,27.96296296,Standard,OTI,Ethiopia,Y,EDL,SIT
0,NULL,1,R,1505,Standard,990,Australia,N,BIA,HAI
0,NULL,1,VL,800,Electronic/Online,514,Australia,N,SCL,VCA
0,NULL,0,JU,10,Standard,521,Australia,N,BGD,PRI
0,NULL,0,FG,32,Standard,511,Australia,N,BGD,DIT
1,W1,0,JU,5,Standard,521,Australia,N,BGD,PRI
1,W1,0,JU,23.71625344,Standard,521,Australia,N,BGD,PRI
1,W1,0,JU,10,Standard,521,Australia,N,BGD,PRI
1,NULL,1,R,251,Standard,521,Australia,N,SCL,VCE
0,NULL,0,FG,6,Standard,521,Australia,N,BGD,DIT
1,W1,0,R,40,Standard,521,Australia,N,AAS,TLC
0,NULL,0,JU,40,Standard,524,Cambodia,Y,BGD,PRI
0,NULL,1,R,400,Electronic/Online,OTI,India,Y,BIA,INF
1,W1,0,JU,5,Standard,521,Australia,N,BGD,PRI
0,NULL,1,R,150,Standard,C3E,Australia,N,BIA,DES
0,NULL,1,JP,170,Standard,511,Australia,N,SHS,COM
0,NULL,1,JP,99.84232868,Standard,511,Australia,N,SHS,COM
0,NULL,0,AM,80,Standard,DII,Iran,Y,CND,AMP
1,W1,0,JU,14,Standard,521,Australia,N,BGD,PRI
1,W1,0,JU,0.761904762,Standard,521,Australia,N,BGD,PRI
0,NULL,0,FS,31.18478261,Standard,514,Nepal,Y,BIA,INF
0,NULL,0,FS,15,Electronic/Online,8,Australia,N,BIA,INF
0,NULL,1,L,144,Standard,511,Australia,N,SIT,PLM
0,NULL,0,JU,36.85892116,Standard,514,Australia,N,BGD,PRI
0,NULL,1,R,460,Standard,200,Brazil,Y,BIA,INF
0,NULL,0,FG,500,Electronic/Online,514,Australia,N,BGD,DIT
0,NULL,1,JP,73.97183099,Standard,990,Australia,N,BIA,HAI
0,NULL,1,JP,25,Standard,990,Australia,N,BIA,HAI
0,NULL,0,FG,190,Electronic/Online,8,Australia,N,CND,ETS
0,NULL,0,AM,5,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FG,200,Standard,511,Australia,N,BGD,DIT
0,NULL,0,R,653.3866667,Electronic/Online,511,Australia,N,CND,ETS
0,NULL,0,R,60.99603017,Electronic/Online,511,Australia,N,CND,ETS
0,NULL,0,AM,123,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FG,1.508379888,Standard,120,France,Y,CND,ETS
0,NULL,1,R,1065,Standard,990,Australia,N,BIA,MGT
0,NULL,1,R,349.4561582,Standard,120,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,1,L,8.488372093,Standard,514,Australia,N,SIT,REF
0,NULL,1,DL,324,Standard,514,Australia,N,HED,MUC
0,NULL,0,JU,15,Standard,511,Australia,N,BGD,PRI
0,NULL,1,R,435,Standard,514,Afghanistan,Y,SIT,ATL
0,NULL,0,JU,12,Standard,521,Australia,N,BGD,PRI
1,W1,0,JU,2,Standard,511,Australia,N,BGD,PRI
1,E3,1,R,307,Standard,521,Australia,N,SHS,SAS
0,NULL,1,U,1200,Standard,BAE,Vietnam,Y,SIT,ATL
1,Z5,0,FS,15,Electronic/Online,420,India,Y,BIA,INF
1,W1,0,JU,55,Standard,514,Australia,N,BGD,PRI
0,NULL,0,AM,95,Standard,BDI,Colombia,Y,CND,AMP
0,NULL,1,R,175,Standard,OTE,Malaysia,Y,BIA,MUS
0,NULL,1,LT,130.720339,Standard,BDI,Canada,N,BIA,AFS
0,NULL,0,DL,27,Standard,420,Australia,N,HED,MUC
0,NULL,1,DL,405,Standard,420,Australia,N,HED,MUC
0,NULL,0,R,83.89344262,Standard,110,Australia,N,CND,ETS
0,NULL,1,L,470,Standard,521,Australia,N,SIT,WOD
0,NULL,1,L,374,Standard,514,Australia,N,SIT,REF
0,NULL,1,L,8.488372093,Standard,514,Australia,N,SIT,REF
0,NULL,1,L,8.902439024,Standard,521,Australia,N,SIT,REF
0,NULL,1,L,414,Standard,521,Australia,N,SIT,REF
0,NULL,0,FG,2.285714286,Electronic/Online,200,Australia,N,CND,ETS
0,NULL,1,L,364,Standard,8,China (excludes SARs and Taiwan),Y,SIT,ELT
0,NULL,1,R,349.3320747,Standard,8,Australia,N,SHS,COM
0,NULL,1,R,1010,Standard,524,Australia,N,SHS,DIS
0,NULL,0,FI,50.5520362,Standard,200,Australia,N,CND,ETS
0,NULL,1,L,460,Standard,420,Australia,N,SIT,ELT
0,NULL,0,FS,15,Electronic/Online,8,Australia,N,BIA,INF
0,NULL,0,FS,15,Electronic/Online,8,China (excludes SARs and Taiwan),Y,BIA,INF
0,NULL,0,AM,189,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,AM,80,Standard,8,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,L,364,Standard,521,Australia,N,SIT,ELT
0,NULL,1,LT,401.7267552,Standard,514,Australia,N,SHS,SAS
0,NULL,0,FG,176,Standard,514,Australia,N,BGD,DIT
0,NULL,1,L,417,Standard,521,Australia,N,SIT,WOD
0,NULL,0,AM,20,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,JU,10,Standard,514,Australia,N,BGD,PRI
0,NULL,1,R,510,Standard,511,Australia,N,BIA,DES
0,NULL,0,JU,28,Standard,521,Australia,N,BGD,PRI
0,NULL,0,JU,20,Standard,514,Australia,N,BGD,PRI
0,NULL,1,L,0.530835285,Standard,514,New Zealand,N,SIT,REF
0,NULL,1,R,100,Electronic/Online,420,Thailand,Y,BIA,INF
0,NULL,0,AM,29,Standard,BDI,Taiwan,Y,CND,AMP
1,E2,1,LT,150,Standard,8,China (excludes SARs and Taiwan),Y,BIA,AFS
1,E2,1,LT,12.47076923,Standard,8,China (excludes SARs and Taiwan),Y,BIA,AFS
0,NULL,1,L,444,Standard,521,Australia,N,SIT,ELT
0,NULL,1,R,890,Standard,514,"United Kingdom, Channel Islands and Isle of Man",N,SHS,NUR
0,NULL,1,LT,1065,Standard,420,South Africa,N,BIA,MGT
0,NULL,1,DL,297,Standard,990,Australia,N,HED,MUC
0,NULL,0,AM,49,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,JU,30,Standard,521,Sudan,Y,BGD,PRI
0,NULL,1,R,400,Standard,511,Australia,N,SCL,VCE
0,NULL,1,R,910,Electronic/Online,200,Australia,N,BIA,INF
0,NULL,1,L,120,Standard,420,Australia,N,SIT,ELT
0,NULL,1,R,324.0339151,Standard,420,Philippines,Y,SHS,NUR
0,NULL,1,R,610.6334804,Standard,420,Philippines,Y,SHS,NUR
0,NULL,1,DL,54,Standard,8,Australia,N,HED,MUC
0,NULL,1,L,200,Standard,BDI,"Korea, Republic of (South)",Y,SIT,ELT
1,W1,0,JU,40,Standard,511,Nigeria,Y,BGD,PRI
0,NULL,0,JU,10,Standard,990,Australia,N,BGD,PRI
0,NULL,1,L,68,Standard,521,Australia,N,SIT,WOD
0,NULL,1,DU,309,Standard,420,Indonesia,Y,HED,ICH
0,NULL,1,DL,405,Standard,420,"Korea, Republic of (South)",Y,HED,MUC
0,NULL,0,DL,27,Standard,420,"Korea, Republic of (South)",Y,HED,MUC
1,E1,1,R,29.98,Electronic/Online,C4E,Not entered,Y,BIA,INF
0,NULL,0,R,60.94389246,Standard,BDI,India,Y,CND,ETS
0,NULL,0,FS,15,Electronic/Online,8,Fiji,Y,BIA,INF
0,NULL,1,R,490,Standard,514,"Korea, Republic of (South)",Y,SHS,SAS
1,F1,0,FS,17,Standard,8,Australia,N,CND,ETS
0,NULL,1,PR,454,Standard,990,Turkey,Y,SIT,ELT
0,NULL,0,JU,30,Standard,514,Australia,N,BGD,PRI
1,Z4,1,DL,78,Standard,514,Australia,N,HED,BEC
0,NULL,1,R,550,Standard,420,Australia,N,BIA,AFS
0,NULL,1,RO,137.8140704,Electronic/Online,514,Australian Antarctic Territory,Y,SHS,HCS
0,NULL,1,RO,260,Electronic/Online,514,Australian Antarctic Territory,Y,SHS,HCS
0,NULL,0,AM,195,Standard,BDI,Iran,Y,CND,AMP
0,NULL,0,FS,38,Standard,990,Australia,N,SHS,COM
0,NULL,0,JU,10,Standard,521,Australia,N,BGD,PRI
0,NULL,1,L,410,Standard,521,Australia,N,BIA,AFS
0,NULL,0,R,42.76207428,Standard,420,Lebanon,Y,CND,ETS
0,NULL,0,AM,164,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
1,C1,1,RO,220,Electronic/Online,DIE,India,Y,SHS,HCS
0,NULL,1,L,336,Standard,OTE,Australia,N,SIT,WOD
0,NULL,0,R,45.09433962,Standard,514,New Zealand,N,CND,ETS
0,NULL,0,AM,263,Standard,ADI,Vietnam,Y,CND,AMP
0,NULL,1,R,690,Standard,521,Australia,N,SHS,SAS
0,NULL,0,R,32.38095238,Standard,514,Australia,N,CND,ETS
1,W1,0,JU,2.5,Standard,511,Australia,N,BGD,PRI
1,W1,0,JU,10,Standard,514,Australia,N,BGD,PRI
0,NULL,0,IP,26.52173913,Electronic/Online,BDI,China (excludes SARs and Taiwan),Y,AAS,TLC
0,NULL,1,R,765,Standard,120,Australia,N,BIA,DES
0,NULL,0,AM,80,Standard,BDI,Ukraine,Y,CND,AMP
0,NULL,0,AM,159,Standard,BDI,Vietnam,Y,CND,AMP
0,NULL,1,VS,195,Standard,521,Australia,N,BIA,HAI
1,W1,0,JU,12,Standard,514,Australia,N,BGD,PRI
0,NULL,1,L,464,Standard,990,Australia,N,SIT,ELT
0,NULL,1,LT,322.9914265,Standard,511,Not entered,Y,SHS,HCS
0,NULL,1,LT,245,Standard,511,Not entered,Y,SHS,HCS
0,NULL,1,L,307,Standard,420,Australia,N,SIT,WOD
0,NULL,0,FG,34.16280674,Electronic/Online,511,Australia,N,CND,ETS
0,NULL,1,L,75.44808055,Standard,8,Australia,N,BIA,HAI
0,NULL,1,L,20,Standard,8,Australia,N,BIA,HAI
1,C1,1,R,150,Standard,8,Australia,N,SHS,HCS
0,NULL,1,R,29.64,Electronic/Online,514,Iran,Y,BIA,INF
0,NULL,1,L,3.31838565,Standard,990,Australia,N,SIT,ELT
0,NULL,0,FS,31.95767196,Standard,8,England,N,EDL,SIT
0,NULL,1,R,41.8775433,Standard,511,Australia,N,SHS,HCS
0,NULL,1,L,355,Standard,514,Australia,N,SIT,ATL
0,NULL,0,FW,203.1907671,Standard,521,Australia,N,CND,ATT
0,NULL,1,R,255.2796425,Standard,990,Australia,N,SHS,SAS
1,W1,1,R,36,Standard,420,Australia,N,SHS,COM
0,NULL,1,R,580,Standard,511,Australia,N,SHS,COM
1,Z6,1,RO,57.53246753,Standard,511,Australia,N,SHS,SAS
1,Z6,1,RO,320,Standard,511,Australia,N,SHS,SAS
1,F1,0,FS,16,Standard,514,Australia,N,SIT,ELT
0,NULL,0,FS,12,Standard,514,Australia,N,SIT,PLM
0,NULL,0,AM,10,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
1,W1,1,0R,28,Standard,511,Jordan,Y,BIA,AFS
0,NULL,0,FS,38,Standard,511,India,Y,BIA,INF
0,NULL,1,DL,54,Standard,420,India,Y,HED,MUC
0,NULL,1,L,364,Standard,514,Australia,N,SIT,ELT
1,W1,0,JU,30,Standard,521,Australia,N,BGD,PRI
0,NULL,1,L,564,Standard,521,Australia,N,SIT,REF
0,NULL,1,L,13.53783231,Standard,521,Australia,N,SIT,REF
0,NULL,1,VS,200,Standard,521,Australia,N,SHS,SAS
0,NULL,1,R,240,Standard,BDI,Iran,Y,BIA,INF
1,F1,1,DL,30,Standard,514,Australia,N,HED,BEC
1,F1,1,DL,44.30284671,Standard,514,Australia,N,HED,BEC
0,NULL,0,FS,38,Standard,OTE,Vietnam,Y,SHS,COM
0,NULL,0,FS,38,Standard,514,India,Y,BIA,INF
1,W1,0,JU,2.5,Standard,8,Pakistan,Y,BGD,PRI
0,NULL,1,R,510,Standard,521,Australia,N,SHS,SAS
0,NULL,0,AM,25,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,R,239.4453989,Standard,990,Australia,N,SHS,SAS
0,NULL,0,AM,120,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,L,20,Standard,990,Australia,N,SIT,ELT
0,NULL,1,L,320,Standard,521,Australia,N,SIT,ATL
0,NULL,1,LS,535,Standard,521,Australia,N,BIA,AFS
1,H1,0,R,73,Standard,120,China (excludes SARs and Taiwan),Y,CND,ETS
1,W1,1,R,74,Standard,521,Sudan,Y,SHS,HCS
0,NULL,0,JU,40,Standard,514,Australia,N,BGD,PRI
0,NULL,1,R,770,Standard,BAE,Australia,N,SHS,SAS
0,NULL,0,FS,24.85596708,Standard,521,France,Y,EDL,SIT
0,NULL,1,L,0.488505747,Standard,511,Poland,Y,SIT,REF
0,NULL,1,R,9.937888199,Standard,8,Not entered,Y,BIA,DES
0,NULL,1,R,240,Standard,8,Not entered,Y,BIA,DES
0,NULL,1,DL,347,Standard,521,Australia,N,HED,MUC
0,NULL,1,L,559.7317073,Standard,521,Australia,N,SIT,REF
0,NULL,0,R,45.09433962,Standard,990,India,Y,CND,ETS
0,NULL,0,JU,84.14285714,Standard,514,Australia,N,BGD,PRI
1,W1,0,JU,30,Standard,514,Australia,N,BGD,PRI
0,NULL,0,JU,40,Standard,514,Australia,N,BGD,PRI
0,NULL,0,JU,10,Standard,8,Australia,N,BGD,PRI
0,NULL,1,L,14,Standard,521,Australia,N,SIT,WOD
0,NULL,0,FS,38,Standard,420,Sri Lanka,Y,SHS,COM
0,NULL,0,FS,105,Standard,511,Australia,N,BIA,MGT
0,NULL,1,R,177.8559797,Standard,420,Australia,N,SHS,NUR
0,NULL,0,FS,24.85596708,Standard,410,Australia,Y,EDL,SIT
0,NULL,1,0R,110,Standard,BDI,China (excludes SARs and Taiwan),Y,BIA,AFS
0,NULL,1,R,410,Standard,120,Australia,N,SHS,SAS
1,E2,1,L,305,Standard,514,Australia,N,BIA,AFS
0,NULL,1,R,21,Standard,514,Australia,N,SHS,SAS
1,W1,1,R,218.92,Standard,420,Vietnam,Y,BIA,INF
0,NULL,1,R,1070,Standard,990,Australia,N,BIA,AFS
0,NULL,0,AM,290,Standard,OTI,Netherlands,Y,CND,AMP
0,NULL,1,L,210,Standard,514,Japan,Y,BIA,AFS
0,NULL,1,L,4.468085106,Standard,514,Japan,Y,BIA,AFS
1,W1,1,PR,408,Standard,990,Australia,N,SIT,WOD
0,NULL,1,R,370,Electronic/Online,8,Australia,N,BIA,INF
0,NULL,1,L,309.5,Standard,514,Australia,N,SIT,ELT
0,NULL,1,R,287,Standard,514,Australia,N,BIA,DES
1,Z1,0,JU,19.5,Standard,511,Australia,N,BGD,PRI
0,NULL,1,JP,905,Standard,514,Australia,N,SHS,COM
0,NULL,0,AM,180,Standard,C3I,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,L,280,Standard,C2E,Australia,N,SIT,ELT
0,NULL,0,FS,8,Standard,514,Australia,N,SIT,ELT
1,W1,0,JU,10,Standard,514,Assyria,Y,BGD,PRI
0,NULL,1,VS,190,Standard,521,Australia,N,SHS,HCS
0,NULL,1,LT,272.42668,Standard,990,Australia,N,SHS,HCS
1,S1,1,R,640,Standard,420,Australia,N,BIA,DES
0,NULL,0,JU,20,Standard,521,Australia,N,BGD,PRI
0,NULL,1,R,690,Standard,521,Australia,N,SHS,SAS
0,NULL,1,R,435,Standard,514,Iran,Y,SIT,ATL
0,NULL,1,R,870,Standard,BDI,Albania,Y,SIT,WOD
1,W1,0,JU,2.5,Standard,514,Australia,N,BGD,PRI
0,NULL,0,JU,6.363636364,Standard,521,Australia,N,BGD,PRI
0,NULL,1,L,350,Standard,514,Australia,N,SIT,ATL
0,NULL,0,R,101.1764706,Standard,8,Australia,N,CND,ETS
0,NULL,1,L,461,Standard,521,Australia,N,SIT,PLM
0,NULL,1,RO,110,Electronic/Online,514,Australia,N,SHS,SAS
0,NULL,0,AM,8,Standard,BDI,Iran,Y,CND,AMP
0,NULL,1,L,317,Standard,990,Australia,N,SIT,WOD
0,NULL,1,R,490,Standard,8,Australia,N,BIA,AFS
0,NULL,0,JU,15,Standard,521,Australia,N,BGD,PRI
1,M1,0,R,73,Standard,420,Australia,N,CND,ETS
0,NULL,0,FG,32,Standard,BDI,Iran,Y,BGD,DIT
0,NULL,0,AM,4,Standard,DII,Hong Kong (SAR of China),Y,CND,AMP
0,NULL,0,FG,480,Standard,511,Australia,N,BGD,DIT
1,W1,0,R,72,Standard,511,Australia,N,AAS,TLC
0,NULL,0,FS,40,Standard,521,Australia,N,EDL,SIT
0,NULL,1,DL,432,Standard,514,Australia,N,HED,MUC
0,NULL,0,AM,143,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,VL,530,Electronic/Online,990,Australia,N,SCL,VCA
0,NULL,0,JU,15,Standard,521,Australia,N,BGD,PRI
1,W1,0,JU,10,Standard,420,Australia,N,BGD,PRI
0,NULL,0,FG,73,Electronic/Online,8,Australia,N,BGD,DIT
1,Z5,0,R,330,Standard,514,Australia,N,CND,ETS
0,NULL,1,U,620,Standard,514,Sri Lanka,Y,SIT,ATL
0,NULL,1,GS,25,Standard,514,Iran,Y,SHS,HCS
1,E3,1,R,246,Standard,521,Australia,N,SHS,SAS
0,NULL,1,LT,19.44444444,Electronic/Online,521,Australia,N,SHS,SAS
0,NULL,1,LT,323.5047636,Standard,420,Australia,N,SHS,HCS
0,NULL,0,FS,38,Standard,420,Australia,N,SHS,COM
0,NULL,1,DU,546,Standard,C4I,Sri Lanka,Y,HED,ICH
0,NULL,0,FS,8,Standard,521,Australia,N,SIT,ELT
1,W1,0,JU,6,Standard,514,Australia,N,BGD,PRI
0,NULL,0,JU,20,Standard,514,Australia,N,BGD,PRI
0,NULL,1,R,625,Standard,514,Australia,N,BIA,MGT
0,NULL,1,R,460,Standard,990,Australia,N,BIA,INF
0,NULL,1,PR,454,Standard,514,Australia,N,SIT,ELT
0,NULL,0,JU,25,Standard,990,Australia,N,BGD,PRI
0,NULL,1,R,489,Standard,521,Australia,N,BIA,AFS
0,NULL,0,JU,18,Standard,521,Australia,N,BGD,PRI
0,NULL,0,AM,29,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,L,198,Standard,521,Australia,N,SIT,WOD
0,NULL,1,DL,194,Standard,8,Australia,N,HED,MUC
0,NULL,1,L,42.82972441,Standard,521,Australia,N,BIA,HAI
0,NULL,1,L,395,Standard,521,Australia,N,BIA,HAI
0,NULL,1,DL,417,Standard,514,Australia,N,HED,MUC
0,NULL,1,R,396.4347826,Standard,514,Iran,Y,SIT,BES
0,NULL,1,R,176.0396581,Standard,420,Australia,N,SHS,NUR
0,NULL,1,LT,83.06666667,Standard,BDI,India,Y,BIA,AFS
0,NULL,1,LT,70,Standard,BDI,India,Y,BIA,AFS
0,NULL,1,L,10.67226891,Standard,BDI,"Korea, Republic of (South)",Y,BIA,AFS
0,NULL,1,L,105,Standard,BDI,"Korea, Republic of (South)",Y,BIA,AFS
0,NULL,0,AM,30,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,L,385.5961538,Standard,511,Australia,N,SIT,REF
0,NULL,1,R,1050,Standard,420,Australia,N,SHS,HCS
1,J1,0,AP,75,Standard,511,Iran,Y,CND,ETS
0,NULL,1,LT,1065,Standard,521,Australia,N,BIA,MGT
0,NULL,0,JU,25,Standard,521,Australia,N,BGD,PRI
0,NULL,0,AM,265,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,L,388.2260062,Standard,514,Australia,N,SIT,REF
1,C1,1,R,220,Standard,C3E,Australia,N,SHS,SAS
0,NULL,0,FS,38,Standard,BDI,Pakistan,Y,BIA,INF
0,NULL,1,L,328,Standard,420,Australia,N,SIT,PLM
0,NULL,1,R,362.0367137,Standard,8,Australia,N,SHS,COM
0,NULL,0,IP,158.5084713,Offshore/Study Abroad,BDI,China (excludes SARs and Taiwan),Y,CND,ETS
1,W1,1,R,292.5846457,Standard,514,Burma (Myanmar),Y,SHS,COM
0,NULL,1,L,6.075949367,Standard,514,Australia,N,SIT,ELT
1,Z8,1,R,27.5,Standard,514,England,N,SHS,COM
1,P1,1,R,200,Standard,511,Australia,N,BIA,INF
0,NULL,0,FS,24.85596708,Standard,990,Australia,N,EDL,SIT
0,NULL,1,L,388.0715884,Standard,521,Australia,N,SIT,REF
0,NULL,0,R,65,Standard,8,China (excludes SARs and Taiwan),Y,SHS,NUR
0,NULL,1,L,549,Standard,521,Australia,N,SIT,PLM
0,NULL,0,IP,129.193964,Offshore/Study Abroad,BDI,China (excludes SARs and Taiwan),Y,CND,ETS
0,NULL,1,R,650,Standard,8,Australia,N,SHS,HCS
0,NULL,0,JU,10,Standard,514,Australia,N,BGD,PRI
0,NULL,0,AM,155,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,JU,18,Standard,521,Australia,N,BGD,PRI
1,H1,1,JP,206.9,Standard,514,Australia,N,SHS,COM
1,W1,0,JU,1.5,Standard,514,Australia,N,BGD,PRI
0,NULL,0,FS,60,Standard,8,Australia,N,AAS,TLC
0,NULL,0,AM,9,Standard,524,Burma (Myanmar),Y,CND,AMP
0,NULL,1,R,227.5404676,Standard,511,Australia,N,SHS,NUR
0,NULL,0,R,158.6142737,Standard,514,Brazil,Y,CND,ETS
1,J1,1,FN,4,Electronic/Online,521,Australia,N,SHS,HCS
0,NULL,1,L,375,Standard,524,Australia,N,SIT,PLM
0,NULL,1,R,190,Standard,514,Australia,N,SHS,HCS
0,NULL,1,L,6.038047974,Standard,514,Australia,N,SIT,REF
0,NULL,1,L,360,Standard,514,Australia,N,SIT,REF
1,N1,1,R,60.95,Standard,521,Australia,N,BIA,INF
0,NULL,0,IP,154.7324331,Offshore/Study Abroad,BDI,China (excludes SARs and Taiwan),Y,CND,ETS
0,NULL,0,IP,66.65467626,Offshore/Study Abroad,BDI,China (excludes SARs and Taiwan),Y,CND,ETS
0,NULL,0,IP,140,Offshore/Study Abroad,BDI,China (excludes SARs and Taiwan),Y,CND,ETS
0,NULL,0,AM,50,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,R,460,Standard,420,Kenya,Y,SHS,COM
0,NULL,1,R,200,Electronic/Online,511,Fiji,Y,BIA,INF
0,NULL,1,R,422.9032258,Standard,8,Australia,N,SHS,SAS
1,J1,1,R,27,Standard,120,Australia,N,BIA,AFS
0,NULL,1,R,950,Standard,120,China (excludes SARs and Taiwan),Y,SIT,WOD
0,NULL,0,JU,10,Standard,514,Australia,N,BGD,PRI
0,NULL,0,JU,7,Standard,514,Australia,N,BGD,PRI
1,Z6,1,RO,420,Standard,511,Australia,N,SHS,SAS
0,NULL,0,AM,328,Standard,OTI,"Korea, Republic of (South)",Y,CND,AMP
0,NULL,0,FS,15,Electronic/Online,8,Malaysia,Y,BIA,INF
0,NULL,1,GS,120,Standard,524,Ethiopia,Y,SHS,HCS
1,W1,0,JU,2,Standard,514,England,N,BGD,PRI
0,NULL,0,JU,40,Standard,990,Australia,N,BGD,PRI
0,NULL,1,R,285,Electronic/Online,BDI,China (excludes SARs and Taiwan),Y,BIA,MGT
0,NULL,1,R,342,Standard,8,China (excludes SARs and Taiwan),Y,SIT,WOD
0,NULL,1,R,229.9019608,Standard,8,China (excludes SARs and Taiwan),Y,SIT,WOD
1,Z8,1,GS,120,Standard,200,Australia,N,SHS,HCS
0,NULL,1,R,522.129771,Standard,514,Australia,N,SHS,SAS
0,NULL,1,R,185.679702,Standard,514,Australia,N,SHS,SAS
1,W1,0,JU,5,Standard,521,Australia,N,BGD,PRI
0,NULL,0,R,330,Electronic/Online,BDI,China (excludes SARs and Taiwan),Y,CND,ETS
0,NULL,1,LT,230,Standard,410,China (excludes SARs and Taiwan),Y,BIA,AFS
0,NULL,1,LT,3.50877193,Standard,410,China (excludes SARs and Taiwan),Y,BIA,AFS
1,C1,0,R,44,Electronic/Online,110,Czech Republic,Y,CND,ETS
1,W1,0,JU,15,Standard,521,Australia,N,BGD,PRI
1,M1,1,R,121.75,Standard,BDI,Lebanon,Y,BIA,MGT
0,NULL,0,AM,100,Standard,C4I,Hong Kong (SAR of China),Y,CND,AMP
0,NULL,1,L,464,Standard,8,Australia,N,SIT,ELT
0,NULL,1,R,765,Standard,120,India,Y,BIA,DES
1,W1,0,JU,20,Standard,514,Australia,N,BGD,PRI
0,NULL,0,FG,32,Standard,511,Russian Federation,Y,BGD,DIT
0,NULL,1,LT,302.9032258,Electronic/Online,521,Australia,N,SHS,SAS
0,NULL,1,L,307.4922964,Standard,521,Australia,N,SIT,REF
1,W1,1,R,265.78,Standard,990,Australia,N,BIA,INF
0,NULL,0,JU,35,Standard,514,Australia,N,BGD,PRI
0,NULL,0,JU,25,Standard,521,Australia,N,BGD,PRI
0,NULL,1,R,60,Electronic/Online,514,Australia,N,BIA,INF
0,NULL,0,AM,120,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,AM,100,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,FN,11.63265306,Electronic/Online,514,Australia,N,SHS,HCS
0,NULL,1,FN,135,Electronic/Online,514,Australia,N,SHS,HCS
0,NULL,0,IP,142.8157732,Offshore/Study Abroad,BDI,China (excludes SARs and Taiwan),Y,CND,ETS
0,NULL,0,IP,140,Offshore/Study Abroad,BDI,China (excludes SARs and Taiwan),Y,CND,ETS
0,NULL,1,R,410,Standard,514,Australia,N,SHS,SAS
1,P1,1,R,200,Standard,521,Australia,N,SCL,VCE
0,NULL,0,FS,17,Standard,8,Singapore,Y,CND,ETS
0,NULL,0,JU,7.003745318,Standard,514,New Zealand,Y,BGD,PRI
